original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
CP jetty side marsh thru corner to 34th,Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh thru CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh thru to CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty water edge,Coal Port corner jetty side marsh (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
CP sidemarsh,Coal Port corner (side marsh),Coal Port,,side marsh,FALSE,FALSE,TRUE,FALSE,FALSE
CP sidemarsh (from 34th pullout),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
CP sidemarsh (seen from 34th pullout),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
CP sidemarsh area,Coal Port corner jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP sidemarsh to CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
"CP sidemarsh, CP corner to 34th",Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
"CP sidemarsh, CP corner to 34th (from 34th)",Coal Port jetty side marsh to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
CP sidemash,Coal Port corner (side marsh),Coal Port,,side marsh,FALSE,FALSE,TRUE,FALSE,FALSE
CPC,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
E end mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
E end pilings,East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
E end pilings (inner mud),East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
E end pilings (outer mud),East end pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
E of east end pilings,Bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
E of east end pilings - inner mud,Bend (inner mud),Bend,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
E of east end pilings - outer mud,Bend (outer mud),Bend,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
E pilings inner mud,East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
East end mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end mumblies - mud islets,(east end mumblies - mud islet),,,east end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
east end mumblies - outer edge,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
East end mumblies - outer edge,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
East end mumblies - tide edge,(east end mumblies - tide edge),,,east end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
east end mumblies (inner mud),(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end mumblies (near CP corner),Coal Port corner (east end mumblies),Coal Port,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end mumblies (pilings),Pilings (East end mumblies),Pilings,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end mumblies to 34th,34th St pullout (east end mumblies),34th St pullout,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end mumblies; off 34th,34th St pullout (east end mumblies),34th St pullout,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end of pilings near shore,East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings,East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
East end pilings,East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
east end pilings - on outer mud,East end pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings - outer edge mumblies,East end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end pilings (from bend),East end pilings (seen from Bend),Pilings,,seen from Bend,FALSE,FALSE,FALSE,FALSE,FALSE
east end pilings (inner mud),East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings (mud close to dike),Pilings (mud close to dike),Pilings,,mud close to dike,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings (mud islets),East end pilings (mud islets),Pilings,,mud islets,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings (outer edge mumblies),East end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end pilings (outer edge),East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
east end pilings (outer mud),East end pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings inner mud,East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings into CP corner,East end pilings to Coal Port corner,Pilings,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
east end pilings marsh area,East end pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
east end pilings on mumblies,East end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east end pilings to 34th pullout,34th St pullout to East end pilings,Pilings,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
east end pilings to BP - inner mud,East end pilings to Brunswick Point (inner mud),Brunswick Point,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east end pilings to CP corner,East end pilings to Coal Port corner,Pilings,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
east end pilings to middle,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
"east end pilings, outer mumblies",East end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
East end to mid pilings on mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
East of 34th in near mud,East end 34th St pullout (inner mud),34th St pullout,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of 34th pullout,East end 34th St pullout,34th St pullout,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of E end pilings,Bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of E end pilings - far mud,Bend (outer mud),Bend,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of E end pilings (near mud),Bend (inner mud),Bend,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of E end pilings (outer mud),Bend (outer mud),Bend,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of east end pilings,Bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of East end pilings,Bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (34th pullout),34th St pullout (seen from Pilings),34th St pullout,,seen from Pilings,FALSE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (34th to bend) marsh edge,34th St pullout to Bend (marsh),Bend,34th St pullout,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
east of east end pilings (inner mud),Bend (inner mud),Bend,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of east end pilings (near bend),Bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (near bend) east end,East bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (near bend) inner mud,Bend (inner mud),Bend,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of east end pilings (near bend) mumblies,Bend (mumblies),Bend,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (near bend) mumblies to eagle log,Bend (mumblies),Bend,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (near bend) on mumblies,Bend (mumblies),Bend,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of east end pilings (near bend) outer mud,Bend (outer mud),Bend,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of east end pilings (near Bend) outer mud,Bend (outer mud),Bend,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of east end pilings (near marsh),Bend (marsh),Bend,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
east of east end pilings (outer mud),Bend (outer mud),Bend,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of east end pilings (outer mumblies),Bend (outer mumblies),Bend,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of east end pilings- 34th pullout,34th St pullout to Bend,Bend,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
east of east end pilings- 34th pullout-marsh edge,34th St pullout to Bend (marsh),Bend,34th St pullout,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
east of pilings,East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
east of pilings - outer mumblies,East end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of pilings (inner mud),East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east of pilings (outer mumblies),East end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of pilings on mumblies,East end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
east of pilings to 34th pullout,Pilings to 34th St pullout,Pilings,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
east pilings inner mud,East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
east pilings to CP corner,East end pilings to Coal Port corner,Pilings,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
east towards pilings outer mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
Estimate for day,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
far end CP jetty side marsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
first sweep,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
flocks flying,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
fly around Bpoint to west,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
fly to east end,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flyby over water towards CP,Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying 34th pullout to BP,34th St pullout to Brunswick Point (flying),Brunswick Point,34th St pullout,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying around BP to West,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying around Bruns Point,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying B.P to C.P end,Brunswick Point to Coal Port corner (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying by,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying by Coal Port towards BP,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying by towards NE,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying CP side marsh towards BP,Coal Port jetty side marsh to Brunswick Point (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying E around BP,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying E towards CP corner,Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying east,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying east towards CP jetty,Coal Port jetty side marsh (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying eastwards,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying from CP corner towards BP,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying from fields,(flying - field),,,flying - field,FALSE,FALSE,FALSE,FALSE,TRUE
flying from intercauseway to BP,Intercauseway to Brunswick Point (flying),Brunswick Point,Intercauseway,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying in from east into Bruns Pt area,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying in to BP from CP,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying low from CP to BP corner,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying low over water,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying near CP corner,Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying over Canoe Pass,Canoe Pass (flying),Canoe Pass,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying over CP jetty heading west,Coal Port jetty side marsh (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying over CP jetty to intercauseway,Coal Port jetty side marsh to Intercauseway (flying),Coal Port,Intercauseway,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying over wires to intercauseway,Intercauseway (flying),Intercauseway,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying over wires to intercauseway area,Intercauseway (flying),Intercauseway,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying over wires towards intercauseway area,Intercauseway (flying),Intercauseway,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying to east,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying to intercauseway,Intercauseway (flying),Intercauseway,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying to water edge flock,(flying - tide edge),,,flying - tide edge,FALSE,FALSE,FALSE,TRUE,TRUE
flying toward CP corner,Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying towards BP,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying towards Bruns Pt,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying towards Bruns Pt corner,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying towards Brunswick Point corner,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying towards CP from pilings,Pilings to Coal Port corner (flying),Pilings,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying W to E,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying west,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
flying west to east,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
from 34th pullout to pilings - inner mud,34th St pullout to Pilings (inner mud),Pilings,34th St pullout,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
from bend - inner mud,Bend (inner mud),Bend,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
from bend - on mumblies to pilings & log,Bend to Pilings (mumblies),Pilings,Bend,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
from bend - on outer mumblies,Bend (outer mumblies),Bend,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
from bend - outer mumblies islets,Bend (outer mumblies),Bend,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
from bend - outer mumblies to eagle log,Bend (outer mumblies),Bend,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
from CP to BP,Coal Port corner to Brunswick Point,Brunswick Point,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
from pilings to west end mumblies - mid mud,Pilings (west end mumblies - mid mud),Pilings,,mid mud - west end mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
from view corner - BP mudislet,Brunswick Point (mud islet - seen from View corner),Brunswick Point,,mud islet - seen from View corner,FALSE,TRUE,FALSE,FALSE,FALSE
from view corner - BP mudroost,Brunswick Point (mud roost - seen from View corner),Brunswick Point,,mud roost - seen from View corner,FALSE,TRUE,FALSE,FALSE,FALSE
further along mumblies,(mumblies),,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
in air over BP tip and Canoe Pass,Brunswick Point to Canoe Pass (flying),Canoe Pass,Brunswick Point,flying,FALSE,FALSE,FALSE,FALSE,TRUE
in flight,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
in flight from CP end towards BP end,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
in flight over water - disturbed by PEFA,(flying),,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
inner east end mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
inner edge mumblies,(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
inner marsh edge near 34th,34th St pullout (marsh),34th St pullout,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
inner marsh point,(marsh),,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
"inner mud, west end pilings",West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
inner mumblies,(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
inner pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
inner pilings to view corner,Pilings to View corner,View corner,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
intercauseway,Intercauseway,Intercauseway,,,FALSE,FALSE,FALSE,FALSE,FALSE
intercausway,Intercauseway,Intercauseway,,,FALSE,FALSE,FALSE,FALSE,FALSE
jetty side,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
jetty side flying,Coal Port jetty side marsh (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
jetty side marsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
jetty side to CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
jetty side(further),Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
length of mumblies and into BP corner,Brunswick Point (mumblies),Brunswick Point,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
long lines of peeps flying BP to CP,Brunswick Point to Coal Port corner (flying),Brunswick Point,Coal Port,flying,FALSE,FALSE,FALSE,FALSE,TRUE
marsh east of pilings,East end pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
marsh edge west of 34th pullout,34th St pullout (marsh),34th St pullout,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
marsh near footbridge,(marsh),,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
marsh tip of Brunswick Point,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
marsh to east pilings,East end pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
marsh to west of 34th pullout,34th St pullout (marsh),34th St pullout,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
marsh west of banding site,(marsh),,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
mid mumblies,(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid mumblies off pilings,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
mid pilings (marsh edge),Pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
mid pilings (mumblies ridge),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid pilings inside mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid pilings to Bruns Pt marsh tip,Pilings to Brunswick Point (marsh tip),Brunswick Point,Pilings,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
mid pilings to view corner - tide edge beyond mumblies,Pilings to View corner (tide edge - beyond mumblies),View corner,Pilings,tide edge - beyond mumblies,TRUE,FALSE,FALSE,TRUE,FALSE
mid pilings(along mumblies) into Bruns corner,Pilings to Brunswick Point (mumblies),Brunswick Point,Pilings,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid pilings(on mumblies),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid to west pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
mid-mumblies,(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid-mumblies(from pilings),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mid-pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
mid-pilings mudflat,Pilings (mid mud),Pilings,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
mud islet,Brunswick Point (mud islet),Brunswick Point,,mud islet,FALSE,TRUE,FALSE,FALSE,FALSE
mud islet and mudroost,(mud islet - mud roost),,,mud islet - mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
mudflat,Mudflats,,,mud,FALSE,TRUE,FALSE,FALSE,FALSE
mudflats,Mudflats,,,mud,FALSE,TRUE,FALSE,FALSE,FALSE
mudislet,Brunswick Point (mud islet),Brunswick Point,,mud islet,FALSE,TRUE,FALSE,FALSE,FALSE
mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
mudroost BP corner,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
mudroost/BP corner,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
mumblies,(mumblies),,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (east end),(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (east end) far edge,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (far east),(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (inner),(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (mid),(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (off pilings),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (outer),(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (west end),(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies (west),(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies east of pilings,East end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies east towards CP end,Coal Port corner (east end mumblies),Coal Port,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies inner mud,(inner mumblies),,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies off E end pilings,East end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies off pilings,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies off pilings to west end pilings,West end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies off west end pilings,West end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies out from pilings,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies out from west pilings,West end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies raised mud ridge,(mumblies),,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies(from mid pilings),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies(from pilings),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
mumblies(outer),(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
near banding site,near banding site,Coal Port,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
near bend - landed on mumblies,Bend (mumblies),Bend,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
near Bruns Pt.,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
near end of Brunswick Point,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
near mud (east of pilings),East end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
near pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
near view corner in close mud,View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
no species ratio samples,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
No survey possible,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
north side Bruns.,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
off 34th in near mud,34th St pullout (inner mud),34th St pullout,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
off 34th pullout,34th St pullout,34th St pullout,,,FALSE,FALSE,FALSE,FALSE,FALSE
off 34th pullout - inner mud,34th St pullout (inner mud),34th St pullout,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
off 34th pullout - outer mud,34th St pullout (outer mud),34th St pullout,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
off 34th pullout - outer tide edge,34th St pullout (tide edge),34th St pullout,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
off east end pilings on mumblies,East end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
off pilings - inner mud,Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings - outer mud,Pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings (flock 1),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
off pilings (flock 2),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
off pilings (flock 3),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
off pilings (inner mud and mumblies),Pilings (inner mud - mumblies),Pilings,,inner mud - mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
