original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
view corner (inner mud to BP marsh),View corner to Brunswick Point (inner mud - marsh),Brunswick Point,View corner,inner mud - marsh,FALSE,TRUE,TRUE,FALSE,FALSE
view corner (inner mud to tide edge) some flying,View corner (inner mud - tide edge - flying),View corner,,inner mud - tide edge - flying,FALSE,TRUE,FALSE,TRUE,TRUE
view corner (inner mud),View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (mid mud),View corner (mid mud),View corner,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (near mud),View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (outer edge mumblies),View corner (outer mumblies),View corner,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (outer edge of mud),View corner (outer mud),View corner,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (outer tide line to corner),View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner (outer tide line),View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner (outer West end mumblies),View corner (west end mumblies),View corner,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (tide edge-far),View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner (tideline),View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner (W end mumblies&BP corner),View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (west end mumblies to pilings),Pilings to View corner (mumblies),View corner,Pilings,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (west end mumblies-outer edge),View corner (west end mumblies),View corner,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (West end mumblies),View corner (west end mumblies),View corner,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (west end of mudflat),View corner (outer mud),View corner,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner marsh edge,View corner (marsh),View corner,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
view corner to 34th,View corner to 34th St pullout,View corner,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner to B.P. corner (flock 1),View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner to B.P. corner (flock 2),View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner to B.P. corner (flock 3),View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner to BP corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner to BP corner & marsh edge,View corner to Brunswick Point (marsh),Brunswick Point,View corner,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
view corner to Bruns Corner (inner mud),View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner to Bruns Corner (outer mud),View corner to Brunswick Point (outer mud),Brunswick Point,View corner,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner to pilings,Pilings to View corner,View corner,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner to west end pilings (near),View corner to West end pilings (inner mud),View corner,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner viewpoint (BP marsh tip),Brunswick Point (marsh tip - seen from View corner),Brunswick Point,,marsh tip - seen from View corner,FALSE,FALSE,TRUE,FALSE,FALSE
view corner viewpoint (inner mud),View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner viewpoint (outer tide line),View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner- tide line west end mumblies,View corner (west end mumblies - tide edge),View corner,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner- tide line west end mumblies - BP tip,View corner (west end mumblies - tide edge),View corner,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
"view corner, close to marsh",View corner (marsh),View corner,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
"view corner, flock close to marsh",View corner (marsh),View corner,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
"view corner, inner mud",View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner; Brunswick corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner/Brunswick Point corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view point corner at tide edge,View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
viewcorner,View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
viewcorner (west of west end pilings),View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
viewing corner,View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
W end mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
W end mumblies - outer edge,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
W end pilings (on mumblies),West end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
W end pilings inner mud,West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
W end pilings to view corner (outer mud),West end pilings to View corner (outer mud),View corner,Pilings,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
W of 34th to pilings (on mumblies),34th St pullout to Pilings (mumblies),Pilings,34th St pullout,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
W of pilings to view corner (inner mud),Pilings to View corner (inner mud),View corner,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
W of west end pilings to BP corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
"W of west end pilings, near mud",View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
w.of pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
water edge,(tide edge),,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
"west end ""mumblies""",(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblie islet - tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
West end mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies - east half,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies - mud islet,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies - mudislet,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies - mudislet area,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies - on tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies - outer edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies - tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies - west half,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies - west to BP marsh tip,Brunswick Point (marsh tip - west end mumblies),Brunswick Point,,marsh tip - west end mumblies,TRUE,FALSE,TRUE,FALSE,FALSE
west end mumblies -mudislet,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies (east tide edge),(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies (mud islet),(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies (mudislet),(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
West end mumblies (mudislet),(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies (mudislet) -east end,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies (mudislet) -west side,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies (mudislet) from view corner,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies (outer mud),(west end mumblies - outer mud),,,west end mumblies - outer mud,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies mudislet,(west end mumblies - mud islet),,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies on tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies outer mud,(west end mumblies - outer mud),,,west end mumblies - outer mud,TRUE,TRUE,FALSE,FALSE,FALSE
west end mumblies outer tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies outer tide edge - flying,(west end mumblies - tide edge - flying),,,west end mumblies - tide edge - flying,TRUE,FALSE,FALSE,TRUE,TRUE
west end mumblies seen from view corner,View corner (west end mumblies),View corner,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies to BP,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies to BP - tide edge,Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end mumblies to mid area,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies to pilings,Pilings (west end mumblies),Pilings,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end mumblies to view corner - tide edge,View corner (west end mumblies - tide edge),View corner,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
West end mumblies(tide edge),(west end mumblies - tide edge),,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
west end of mumblies -outer mud,(west end mumblies - outer mud),,,west end mumblies - outer mud,TRUE,TRUE,FALSE,FALSE,FALSE
west end of pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
west end pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
West end pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
west end pilings - inner mud,West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
west end pilings - near mud,West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
West end pilings - on mumblies,West end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end pilings - outer tide edge,West end pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
west end pilings - tide edge,West end pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
west end pilings -outer mumblies,West end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end pilings (near mud),West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
west end pilings (near),West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
west end pilings (outer mud),West end pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
west end pilings (water edge),West end pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
west end pilings to BP corner (inner mud),West end pilings to Brunswick Point (inner mud),Brunswick Point,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
west end pilings to view corner,West end pilings to View corner,View corner,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
West end pilings to W end mumblies - tide edge,West end pilings (west end mumblies - tide edge),Pilings,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
"west end pilings, inside mumblies",West end pilings (inner mumblies),Pilings,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end pilings(water edge),West end pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
west end to center mumblies,(west end mumblies - inner mumblies),,,west end mumblies - inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west end to mid pilings(mud close to dike),Pilings (mud close to dike),Pilings,,mud close to dike,FALSE,TRUE,FALSE,FALSE,FALSE
west of 112,West of 112th,West of 112th,,,FALSE,FALSE,FALSE,FALSE,FALSE
west of 34th,West end 34th St pullout,34th St pullout,,,FALSE,FALSE,FALSE,FALSE,FALSE
west of 34th marsh,West end 34th St pullout (marsh),34th St pullout,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
west of 34th pullout,West end 34th St pullout,34th St pullout,,,FALSE,FALSE,FALSE,FALSE,FALSE
west of 34th pullout - inner mud,West end 34th St pullout (inner mud),34th St pullout,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
west of 34th pullout - outer tide edge,West end 34th St pullout (tide edge),34th St pullout,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
west of 34th to CP corner,West end 34th St pullout to Coal Port corner,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
west of 64th,West of 64th,West of 64th,,,FALSE,FALSE,FALSE,FALSE,FALSE
west of pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
west of pilings (viewing corner),View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
"west of pilings, west end mumblies",West end pilings (west end mumblies),Pilings,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west of W end pilings (inner mud),View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
west of W end pilings (outer mud),View corner (outer mud),View corner,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
west of west end mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west of west end pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
west off pilings - far edge mumblies,West end pilings (west end mumblies),Pilings,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
west pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
western mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
Westham Is. marshes,Westham Island (marsh),Westham Island,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
WNW Brun.Corner,Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
WNW side Bruns,Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
WNW side Bruns (Canoe Pass),Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
WNW side Bruns (Canoe Pass)near tip,Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
WNW side Bruns(Canoe Pass),Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
WNW side Bruns(Canoe Pass) in flight,Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
